=== Chunked Prefill Log Mon Dec  8 03:41:16 AM UTC 2025 ===
=== Chunked Prefill Logs for meta-llama/Llama-3.1-8B at Mon Dec  8 04:26:59 AM UTC 2025 ===
[2025-12-08 03:42:18] Running chunked_prefill: req=c70227b3517a40b390a01a9ffa207535, extend_input_len=4096, rem_tokens=4096
[2025-12-08 03:43:08] Running chunked_prefill: req=cc2b310aef1f4796a281e088455626dc, extend_input_len=4145, rem_tokens=4046
[2025-12-08 03:43:09] Running chunked_prefill: req=cc2b310aef1f4796a281e088455626dc, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:09] Running chunked_prefill: req=eab7ac6d2c5c4a60aa3278bf0d34d2fd, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:09] Running chunked_prefill: req=eab7ac6d2c5c4a60aa3278bf0d34d2fd, extend_input_len=101, rem_tokens=4045
[2025-12-08 03:43:13] Running chunked_prefill: req=b99b95634d6548e596b5e93dd666b835, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:14] Running chunked_prefill: req=b99b95634d6548e596b5e93dd666b835, extend_input_len=101, rem_tokens=3345
[2025-12-08 03:43:14] Running chunked_prefill: req=f70c4c8c43154175b861c409f87a1f5e, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:14] Running chunked_prefill: req=f70c4c8c43154175b861c409f87a1f5e, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:14] Running chunked_prefill: req=2638e2fdcf6440d1816897772c148f87, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:15] Running chunked_prefill: req=2638e2fdcf6440d1816897772c148f87, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:15] Running chunked_prefill: req=94101976dedd45628f974aedc05a892f, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:15] Running chunked_prefill: req=94101976dedd45628f974aedc05a892f, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:15] Running chunked_prefill: req=d11d09e26fb24b1b893cf8b84f578ac8, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:15] Running chunked_prefill: req=d11d09e26fb24b1b893cf8b84f578ac8, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:16] Running chunked_prefill: req=a254b9ac24964da5a5e6f44ed1b7d472, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:16] Running chunked_prefill: req=a254b9ac24964da5a5e6f44ed1b7d472, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:16] Running chunked_prefill: req=2d01a252cd91498ca8d3f86bb8f0d7d5, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:16] Running chunked_prefill: req=2d01a252cd91498ca8d3f86bb8f0d7d5, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:17] Running chunked_prefill: req=9662df0d5a32445384fd77b284528142, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:17] Running chunked_prefill: req=9662df0d5a32445384fd77b284528142, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:17] Running chunked_prefill: req=bc256970affd499ba61a21ac00fbb3a1, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:17] Running chunked_prefill: req=bc256970affd499ba61a21ac00fbb3a1, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:18] Running chunked_prefill: req=a55456f83a5c4f58ba9e434579aad662, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:18] Running chunked_prefill: req=a55456f83a5c4f58ba9e434579aad662, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:18] Running chunked_prefill: req=7f908dd151aa4b1587ff373f648e99d0, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:18] Running chunked_prefill: req=7f908dd151aa4b1587ff373f648e99d0, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:18] Running chunked_prefill: req=df2297035e124124b2c7d0b3c4f12988, extend_input_len=4143, rem_tokens=4045
[2025-12-08 03:43:19] Running chunked_prefill: req=df2297035e124124b2c7d0b3c4f12988, extend_input_len=98, rem_tokens=4046
[2025-12-08 03:43:19] Running chunked_prefill: req=f30b1d4e074f43dc9fd6ddb758788574, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:19] Running chunked_prefill: req=f30b1d4e074f43dc9fd6ddb758788574, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:19] Running chunked_prefill: req=7fa0f3963ffb4f209c7fc288b27bcd93, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:20] Running chunked_prefill: req=7fa0f3963ffb4f209c7fc288b27bcd93, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:20] Running chunked_prefill: req=1b933175c8c744d48a56d76b21dbb9de, extend_input_len=4143, rem_tokens=4045
[2025-12-08 03:43:20] Running chunked_prefill: req=1b933175c8c744d48a56d76b21dbb9de, extend_input_len=98, rem_tokens=4046
[2025-12-08 03:43:20] Running chunked_prefill: req=256f81f2855f47a49b3c264393640135, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:20] Running chunked_prefill: req=256f81f2855f47a49b3c264393640135, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:21] Running chunked_prefill: req=951b30fc91804210a96385ee212d6ffd, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:21] Running chunked_prefill: req=951b30fc91804210a96385ee212d6ffd, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:21] Running chunked_prefill: req=6ec9981768f244d69b68d557578ac52e, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:21] Running chunked_prefill: req=6ec9981768f244d69b68d557578ac52e, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:22] Running chunked_prefill: req=fc0233f837bc4c73a8cd80f60be3402d, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:22] Running chunked_prefill: req=fc0233f837bc4c73a8cd80f60be3402d, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:22] Running chunked_prefill: req=5204b0e2e65a4bcbb92a29a0c153d04e, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:22] Running chunked_prefill: req=5204b0e2e65a4bcbb92a29a0c153d04e, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:23] Running chunked_prefill: req=8d9961c1c0714b48baa6c1809864abc9, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:23] Running chunked_prefill: req=8d9961c1c0714b48baa6c1809864abc9, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:23] Running chunked_prefill: req=06525930b2d947209be09a7a93cb3559, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:23] Running chunked_prefill: req=06525930b2d947209be09a7a93cb3559, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:23] Running chunked_prefill: req=a01073dd6fb64a59a62c464a23e4af92, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:24] Running chunked_prefill: req=a01073dd6fb64a59a62c464a23e4af92, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:24] Running chunked_prefill: req=9ddf90b1e95e48258537d718e12fbc92, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:24] Running chunked_prefill: req=9ddf90b1e95e48258537d718e12fbc92, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:24] Running chunked_prefill: req=73e8f1af3d6c4a148c3e5e621fe157e3, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:25] Running chunked_prefill: req=73e8f1af3d6c4a148c3e5e621fe157e3, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:25] Running chunked_prefill: req=405164069f5a4f298c3e45eff4042d0e, extend_input_len=4143, rem_tokens=4045
[2025-12-08 03:43:25] Running chunked_prefill: req=405164069f5a4f298c3e45eff4042d0e, extend_input_len=98, rem_tokens=4046
[2025-12-08 03:43:25] Running chunked_prefill: req=6da2c4ba8fbd499fb8dd84fc392f8c8e, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:25] Running chunked_prefill: req=6da2c4ba8fbd499fb8dd84fc392f8c8e, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:26] Running chunked_prefill: req=e3842c16d0c741ccb6e741735912a32e, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:26] Running chunked_prefill: req=e3842c16d0c741ccb6e741735912a32e, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:26] Running chunked_prefill: req=c596904f0d9f45eeb1abbb685cf30c70, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:26] Running chunked_prefill: req=c596904f0d9f45eeb1abbb685cf30c70, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:27] Running chunked_prefill: req=a9f3e9f14bdd47dabe88e0fda8bda3dd, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:27] Running chunked_prefill: req=a9f3e9f14bdd47dabe88e0fda8bda3dd, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:27] Running chunked_prefill: req=0540a82235f94b6faf74ca6288b08d14, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:27] Running chunked_prefill: req=0540a82235f94b6faf74ca6288b08d14, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:28] Running chunked_prefill: req=0272b52026fc4fa0ac1dbae2297d9420, extend_input_len=4140, rem_tokens=4045
[2025-12-08 03:43:28] Running chunked_prefill: req=0272b52026fc4fa0ac1dbae2297d9420, extend_input_len=95, rem_tokens=4046
[2025-12-08 03:43:28] Running chunked_prefill: req=67b3ca9431c142a3a458e624bd3d0da1, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:28] Running chunked_prefill: req=67b3ca9431c142a3a458e624bd3d0da1, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:28] Running chunked_prefill: req=7e714cac02d64a04b3cb112f796234cb, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:29] Running chunked_prefill: req=7e714cac02d64a04b3cb112f796234cb, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:29] Running chunked_prefill: req=0d05a701371b49cb8c10e994c1a4bf88, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:29] Running chunked_prefill: req=0d05a701371b49cb8c10e994c1a4bf88, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:29] Running chunked_prefill: req=0d8f4c79e03b4a24a98a24e4a391b24d, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:30] Running chunked_prefill: req=0d8f4c79e03b4a24a98a24e4a391b24d, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:30] Running chunked_prefill: req=272c6652235d41a18b9cfe3704f40379, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:30] Running chunked_prefill: req=272c6652235d41a18b9cfe3704f40379, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:30] Running chunked_prefill: req=512eb058a73542ae904b554fb4cc4585, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:30] Running chunked_prefill: req=512eb058a73542ae904b554fb4cc4585, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:31] Running chunked_prefill: req=1ed0e355b6d7423ab5cb349f01ccb8e3, extend_input_len=4142, rem_tokens=4045
[2025-12-08 03:43:31] Running chunked_prefill: req=1ed0e355b6d7423ab5cb349f01ccb8e3, extend_input_len=97, rem_tokens=4046
[2025-12-08 03:43:31] Running chunked_prefill: req=c020ec0af9fe4401895e9c67771cfadf, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:31] Running chunked_prefill: req=c020ec0af9fe4401895e9c67771cfadf, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:32] Running chunked_prefill: req=09a59790cd14436abea310189b484269, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:32] Running chunked_prefill: req=09a59790cd14436abea310189b484269, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:32] Running chunked_prefill: req=c5a5b3c8c8194d6fa6a29bbf5bc6a3cc, extend_input_len=4143, rem_tokens=4045
[2025-12-08 03:43:32] Running chunked_prefill: req=c5a5b3c8c8194d6fa6a29bbf5bc6a3cc, extend_input_len=98, rem_tokens=4046
[2025-12-08 03:43:33] Running chunked_prefill: req=d9b3991185aa4a1dbeec909fbf55920f, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:33] Running chunked_prefill: req=d9b3991185aa4a1dbeec909fbf55920f, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:33] Running chunked_prefill: req=6e94f297451c4f0fac04f8dcb5037611, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:33] Running chunked_prefill: req=6e94f297451c4f0fac04f8dcb5037611, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:33] Running chunked_prefill: req=7761f7931c9049e1b1e7b5396dd95331, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:34] Running chunked_prefill: req=7761f7931c9049e1b1e7b5396dd95331, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:34] Running chunked_prefill: req=835a382fa7b044d09883a84d8575e84a, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:34] Running chunked_prefill: req=835a382fa7b044d09883a84d8575e84a, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:34] Running chunked_prefill: req=6b80d21359084bed8e3137aaabc0830c, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:35] Running chunked_prefill: req=6b80d21359084bed8e3137aaabc0830c, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:35] Running chunked_prefill: req=e8d87d567acb4474a4856ae40ba6e1af, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:35] Running chunked_prefill: req=e8d87d567acb4474a4856ae40ba6e1af, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:35] Running chunked_prefill: req=31c4df3359244fb6a0a649c3d3223f96, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:35] Running chunked_prefill: req=31c4df3359244fb6a0a649c3d3223f96, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:36] Running chunked_prefill: req=5595d8ad98494c3fa07cf1b22224147a, extend_input_len=4142, rem_tokens=4045
[2025-12-08 03:43:36] Running chunked_prefill: req=5595d8ad98494c3fa07cf1b22224147a, extend_input_len=97, rem_tokens=4046
[2025-12-08 03:43:36] Running chunked_prefill: req=d9b7d2c0ad954439b913452bb5135844, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:36] Running chunked_prefill: req=d9b7d2c0ad954439b913452bb5135844, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:37] Running chunked_prefill: req=792d5bf299514bd58789c912133773e9, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:37] Running chunked_prefill: req=792d5bf299514bd58789c912133773e9, extend_input_len=101, rem_tokens=4045
[2025-12-08 03:43:41] Running chunked_prefill: req=338fc86bc4ad4f08aeb66a43493d5ff9, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:41] Running chunked_prefill: req=338fc86bc4ad4f08aeb66a43493d5ff9, extend_input_len=101, rem_tokens=3652
[2025-12-08 03:43:42] Running chunked_prefill: req=34b3a91cb45e408e95a5f4ac31d73ebd, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:42] Running chunked_prefill: req=34b3a91cb45e408e95a5f4ac31d73ebd, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:42] Running chunked_prefill: req=a2a53866b8f6487ca1986f41465cdfef, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:42] Running chunked_prefill: req=a2a53866b8f6487ca1986f41465cdfef, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:43] Running chunked_prefill: req=ff1231ec9be44fd0a6dd4706aa7b8658, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:43] Running chunked_prefill: req=ff1231ec9be44fd0a6dd4706aa7b8658, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:43] Running chunked_prefill: req=0738b98b987b451faa985e09c0394465, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:43] Running chunked_prefill: req=0738b98b987b451faa985e09c0394465, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:44] Running chunked_prefill: req=de4991896fba429c97753d3e64ed2952, extend_input_len=4097, rem_tokens=4045
[2025-12-08 03:43:44] Running chunked_prefill: req=de4991896fba429c97753d3e64ed2952, extend_input_len=52, rem_tokens=4046
[2025-12-08 03:43:44] Running chunked_prefill: req=15e892344d7040d3b0d8b0a0cc87cd30, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:44] Running chunked_prefill: req=15e892344d7040d3b0d8b0a0cc87cd30, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:45] Running chunked_prefill: req=31e324009f4c47a4862db63b5ada51cc, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:45] Running chunked_prefill: req=31e324009f4c47a4862db63b5ada51cc, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:45] Running chunked_prefill: req=775b8b07e4e044b29447193349118a63, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:45] Running chunked_prefill: req=775b8b07e4e044b29447193349118a63, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:45] Running chunked_prefill: req=c745bf2a96c3432093501ec68828f00a, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:46] Running chunked_prefill: req=c745bf2a96c3432093501ec68828f00a, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:46] Running chunked_prefill: req=c26c2fe5aacd4d108eb3863421ac68c8, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:46] Running chunked_prefill: req=c26c2fe5aacd4d108eb3863421ac68c8, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:46] Running chunked_prefill: req=56eb676fcad9461d8442553a85e1e09f, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:47] Running chunked_prefill: req=56eb676fcad9461d8442553a85e1e09f, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:47] Running chunked_prefill: req=1a0f73eca3414bd494e8d9ea473b0719, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:47] Running chunked_prefill: req=1a0f73eca3414bd494e8d9ea473b0719, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:47] Running chunked_prefill: req=ea85854e716640129ec3d3b2e6cf1214, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:47] Running chunked_prefill: req=ea85854e716640129ec3d3b2e6cf1214, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:48] Running chunked_prefill: req=93ca63994cbd4b6e879edb2e34d9edfd, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:48] Running chunked_prefill: req=93ca63994cbd4b6e879edb2e34d9edfd, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:48] Running chunked_prefill: req=888670cef9b4450fab8f7ffe9ebd53da, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:48] Running chunked_prefill: req=888670cef9b4450fab8f7ffe9ebd53da, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:49] Running chunked_prefill: req=59d85b4e7ea8418596158411ddba9e9f, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:49] Running chunked_prefill: req=59d85b4e7ea8418596158411ddba9e9f, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:49] Running chunked_prefill: req=c70ca3788fe34ce78c8d246448153661, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:49] Running chunked_prefill: req=c70ca3788fe34ce78c8d246448153661, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:50] Running chunked_prefill: req=6cc24a0fe0084204822d00eeb18340f6, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:50] Running chunked_prefill: req=6cc24a0fe0084204822d00eeb18340f6, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:50] Running chunked_prefill: req=e090bd8c6324431780da7752f14355bc, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:50] Running chunked_prefill: req=e090bd8c6324431780da7752f14355bc, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:50] Running chunked_prefill: req=4ab77c6bc11244fc81b5cf9a7694d11a, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:51] Running chunked_prefill: req=4ab77c6bc11244fc81b5cf9a7694d11a, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:51] Running chunked_prefill: req=e3b890b6634d41ea8b822e74bac24d20, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:51] Running chunked_prefill: req=e3b890b6634d41ea8b822e74bac24d20, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:51] Running chunked_prefill: req=dba4ced293584a878b639b700aafe3da, extend_input_len=4144, rem_tokens=4045
[2025-12-08 03:43:52] Running chunked_prefill: req=dba4ced293584a878b639b700aafe3da, extend_input_len=99, rem_tokens=4046
[2025-12-08 03:43:52] Running chunked_prefill: req=7a798aa36cf3491fa74d9203ced11b66, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:52] Running chunked_prefill: req=7a798aa36cf3491fa74d9203ced11b66, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:52] Running chunked_prefill: req=53c92914ef98440d8e7caaf8c6815bfc, extend_input_len=4145, rem_tokens=4045
[2025-12-08 03:43:52] Running chunked_prefill: req=53c92914ef98440d8e7caaf8c6815bfc, extend_input_len=100, rem_tokens=4046
[2025-12-08 03:43:53] Running chunked_prefill: req=8d35f04aa8954cea88b1d1e617b2f423, extend_input_len=4146, rem_tokens=4045
[2025-12-08 03:43:53] Running chunked_prefill: req=8d35f04aa8954cea88b1d1e617b2f423, extend_input_len=101, rem_tokens=4046
[2025-12-08 03:43:53] Running chunked_prefill: req=15e0ff28bf3847519ff5fc1a853d238f, extend_input_len=4204, rem_tokens=4045
[2025-12-08 03:43:53] Running chunked_prefill: req=15e0ff28bf3847519ff5fc1a853d238f, extend_input_len=159, rem_tokens=4046
[2025-12-08 03:43:54] Running chunked_prefill: req=e2c13934938748c892f8059e87146c7a, extend_input_len=4146, rem_tokens=4045
